model,model_id,game_pk,game_date,away_team,home_team,venue,quantity,point_estimate,ci_90_low,ci_90_high,ci_width,actual,hit_90,abs_dev,norm_abs_dev,expected_abs_dev,norm_expected_abs_dev
claude,claude-sonnet-4-6,824349,2026-06-07,Milwaukee Brewers,Colorado Rockies,Coors Field,attendance,22000.0,12000.0,34000.0,22000.0,32270.0,1.0,10270.0,0.3182522466687326,5335.398278924936,0.16533617226293573
claude,claude-sonnet-4-6,824350,2026-06-05,Milwaukee Brewers,Colorado Rockies,Coors Field,total_runs,12.0,6.0,20.0,14.0,16.0,1.0,4.0,0.25,3.395253450224959,0.21220334063905993
claude,claude-sonnet-4-6,824350,2026-06-05,Milwaukee Brewers,Colorado Rockies,Coors Field,total_strikeouts,16.0,9.0,24.0,15.0,19.0,1.0,3.0,0.15789473684210525,3.6377715538124566,0.1914616607269714
claude,claude-sonnet-4-6,824350,2026-06-05,Milwaukee Brewers,Colorado Rockies,Coors Field,total_home_runs,3.0,0.0,7.0,7.0,1.0,1.0,2.0,2.0,1.6976267251124795,1.6976267251124795
claude,claude-sonnet-4-6,824350,2026-06-05,Milwaukee Brewers,Colorado Rockies,Coors Field,duration_min,195.0,155.0,245.0,90.0,198.0,1.0,3.0,0.015151515151515152,21.826629322874737,0.1102355016306805
claude,claude-sonnet-4-6,824350,2026-06-05,Milwaukee Brewers,Colorado Rockies,Coors Field,attendance,22000.0,12000.0,35000.0,23000.0,31349.0,1.0,9349.0,0.29822322881112634,5577.916382512433,0.177929643130959
claude,claude-sonnet-4-6,824351,2026-06-06,Milwaukee Brewers,Colorado Rockies,Coors Field,total_runs,11.0,5.0,20.0,15.0,8.0,1.0,3.0,0.375,3.6377715538124566,0.4547214442265571
claude,claude-sonnet-4-6,824351,2026-06-06,Milwaukee Brewers,Colorado Rockies,Coors Field,total_strikeouts,15.0,8.0,23.0,15.0,19.0,1.0,4.0,0.21052631578947367,3.6377715538124566,0.1914616607269714
claude,claude-sonnet-4-6,824351,2026-06-06,Milwaukee Brewers,Colorado Rockies,Coors Field,total_home_runs,2.0,0.0,6.0,6.0,5.0,1.0,3.0,0.6,1.4551086215249824,0.2910217243049965
claude,claude-sonnet-4-6,824351,2026-06-06,Milwaukee Brewers,Colorado Rockies,Coors Field,duration_min,185.0,150.0,230.0,80.0,179.0,1.0,6.0,0.0335195530726257,19.401448286999766,0.10838797925698193
claude,claude-sonnet-4-6,824351,2026-06-06,Milwaukee Brewers,Colorado Rockies,Coors Field,attendance,22000.0,12000.0,35000.0,23000.0,30320.0,1.0,8320.0,0.27440633245382584,5577.916382512433,0.18396821842059477
claude,claude-sonnet-4-6,824425,2026-06-12,Detroit Tigers,Cleveland Guardians,Progressive Field,total_runs,9.0,3.0,17.0,14.0,5.0,1.0,4.0,0.8,3.395253450224959,0.6790506900449917
claude,claude-sonnet-4-6,824425,2026-06-12,Detroit Tigers,Cleveland Guardians,Progressive Field,total_strikeouts,17.0,9.0,27.0,18.0,17.0,1.0,0.0,0.0,4.365325864574947,0.2567838743867616
claude,claude-sonnet-4-6,824425,2026-06-12,Detroit Tigers,Cleveland Guardians,Progressive Field,total_home_runs,2.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,1.2125905179374854,0.6062952589687427
claude,claude-sonnet-4-6,824425,2026-06-12,Detroit Tigers,Cleveland Guardians,Progressive Field,duration_min,185.0,150.0,230.0,80.0,140.0,0.0,45.0,0.32142857142857145,19.401448286999766,0.13858177347856976
claude,claude-sonnet-4-6,824425,2026-06-12,Detroit Tigers,Cleveland Guardians,Progressive Field,attendance,26000.0,14000.0,38000.0,24000.0,35427.0,1.0,9427.0,0.26609648008581027,5820.43448609993,0.16429374449148756
claude,claude-sonnet-4-6,824426,2026-06-13,Detroit Tigers,Cleveland Guardians,Progressive Field,total_runs,9.0,3.0,17.0,14.0,4.0,1.0,5.0,1.25,3.395253450224959,0.8488133625562397
claude,claude-sonnet-4-6,824426,2026-06-13,Detroit Tigers,Cleveland Guardians,Progressive Field,total_strikeouts,17.0,10.0,26.0,16.0,16.0,1.0,1.0,0.0625,3.880289657399953,0.24251810358749706
claude,claude-sonnet-4-6,824426,2026-06-13,Detroit Tigers,Cleveland Guardians,Progressive Field,total_home_runs,2.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.2125905179374854,1.2125905179374854
claude,claude-sonnet-4-6,824426,2026-06-13,Detroit Tigers,Cleveland Guardians,Progressive Field,duration_min,185.0,150.0,230.0,80.0,148.0,0.0,37.0,0.25,19.401448286999766,0.13109086680405246
claude,claude-sonnet-4-6,824426,2026-06-13,Detroit Tigers,Cleveland Guardians,Progressive Field,attendance,26000.0,14000.0,38000.0,24000.0,32683.0,1.0,6683.0,0.20447939295658293,5820.43448609993,0.1780875221399483
claude,claude-sonnet-4-6,824427,2026-06-08,New York Yankees,Cleveland Guardians,Progressive Field,total_runs,8.0,3.0,15.0,12.0,12.0,1.0,4.0,0.3333333333333333,2.910217243049965,0.24251810358749706
claude,claude-sonnet-4-6,824427,2026-06-08,New York Yankees,Cleveland Guardians,Progressive Field,total_strikeouts,17.0,10.0,26.0,16.0,22.0,1.0,5.0,0.22727272727272727,3.880289657399953,0.17637680260908878
claude,claude-sonnet-4-6,824427,2026-06-08,New York Yankees,Cleveland Guardians,Progressive Field,total_home_runs,2.0,0.0,5.0,5.0,3.0,1.0,1.0,0.3333333333333333,1.2125905179374854,0.4041968393124951
claude,claude-sonnet-4-6,824427,2026-06-08,New York Yankees,Cleveland Guardians,Progressive Field,duration_min,185.0,150.0,225.0,75.0,221.0,1.0,36.0,0.16289592760180996,18.18885776906228,0.08230252384191078
claude,claude-sonnet-4-6,824427,2026-06-08,New York Yankees,Cleveland Guardians,Progressive Field,attendance,28500.0,18000.0,38000.0,20000.0,29517.0,1.0,1017.0,0.03445472100823255,4850.362071749942,0.1643243578869784
claude,claude-sonnet-4-6,824428,2026-06-10,New York Yankees,Cleveland Guardians,Progressive Field,total_runs,9.0,3.0,17.0,14.0,12.0,1.0,3.0,0.25,3.395253450224959,0.2829377875187466
claude,claude-sonnet-4-6,824428,2026-06-10,New York Yankees,Cleveland Guardians,Progressive Field,total_strikeouts,17.0,9.0,26.0,17.0,17.0,1.0,0.0,0.0,4.122807760987451,0.2425181035874971
claude,claude-sonnet-4-6,824428,2026-06-10,New York Yankees,Cleveland Guardians,Progressive Field,total_home_runs,2.0,0.0,6.0,6.0,1.0,1.0,1.0,1.0,1.4551086215249824,1.4551086215249824
claude,claude-sonnet-4-6,824428,2026-06-10,New York Yankees,Cleveland Guardians,Progressive Field,duration_min,195.0,155.0,250.0,95.0,168.0,1.0,27.0,0.16071428571428573,23.039219840812223,0.137138213338168
claude,claude-sonnet-4-6,824428,2026-06-10,New York Yankees,Cleveland Guardians,Progressive Field,attendance,29000.0,18000.0,38000.0,20000.0,31586.0,1.0,2586.0,0.08187171531691255,4850.362071749942,0.15356050375957517
claude,claude-sonnet-4-6,824429,2026-06-09,New York Yankees,Cleveland Guardians,Progressive Field,total_runs,9.0,3.0,17.0,14.0,5.0,1.0,4.0,0.8,3.395253450224959,0.6790506900449917
claude,claude-sonnet-4-6,824429,2026-06-09,New York Yankees,Cleveland Guardians,Progressive Field,total_strikeouts,17.0,9.0,27.0,18.0,17.0,1.0,0.0,0.0,4.365325864574947,0.2567838743867616
claude,claude-sonnet-4-6,824429,2026-06-09,New York Yankees,Cleveland Guardians,Progressive Field,total_home_runs,2.0,0.0,6.0,6.0,2.0,1.0,0.0,0.0,1.4551086215249824,0.7275543107624912
claude,claude-sonnet-4-6,824429,2026-06-09,New York Yankees,Cleveland Guardians,Progressive Field,duration_min,195.0,155.0,245.0,90.0,182.0,1.0,13.0,0.07142857142857142,21.826629322874737,0.11992653474106998
claude,claude-sonnet-4-6,824429,2026-06-09,New York Yankees,Cleveland Guardians,Progressive Field,attendance,28500.0,18000.0,38000.0,20000.0,27154.0,1.0,1346.0,0.04956912425425352,4850.362071749942,0.1786242200688643
claude,claude-sonnet-4-6,824503,2026-06-17,New York Mets,Cincinnati Reds,Great American Ball Park,total_runs,9.0,3.0,17.0,14.0,10.0,1.0,1.0,0.1,3.395253450224959,0.3395253450224959
claude,claude-sonnet-4-6,824503,2026-06-17,New York Mets,Cincinnati Reds,Great American Ball Park,total_strikeouts,17.0,9.0,27.0,18.0,13.0,1.0,4.0,0.3076923076923077,4.365325864574947,0.33579429727499593
claude,claude-sonnet-4-6,824503,2026-06-17,New York Mets,Cincinnati Reds,Great American Ball Park,total_home_runs,2.0,0.0,6.0,6.0,0.0,1.0,2.0,1999999999.9999998,1.4551086215249824,1455108621.5249825
claude,claude-sonnet-4-6,824503,2026-06-17,New York Mets,Cincinnati Reds,Great American Ball Park,duration_min,185.0,145.0,235.0,90.0,149.0,1.0,36.0,0.24161073825503357,21.826629322874737,0.14648744511996467
claude,claude-sonnet-4-6,824503,2026-06-17,New York Mets,Cincinnati Reds,Great American Ball Park,attendance,24000.0,14000.0,35000.0,21000.0,27207.0,1.0,3207.0,0.11787407652442386,5092.880175337438,0.187190067825833
claude,claude-sonnet-4-6,824504,2026-06-16,New York Mets,Cincinnati Reds,Great American Ball Park,total_runs,9.0,3.0,17.0,14.0,8.0,1.0,1.0,0.125,3.395253450224959,0.42440668127811987
claude,claude-sonnet-4-6,824504,2026-06-16,New York Mets,Cincinnati Reds,Great American Ball Park,total_strikeouts,17.0,9.0,27.0,18.0,24.0,1.0,7.0,0.2916666666666667,4.365325864574947,0.1818885776906228
claude,claude-sonnet-4-6,824504,2026-06-16,New York Mets,Cincinnati Reds,Great American Ball Park,total_home_runs,2.0,0.0,6.0,6.0,3.0,1.0,1.0,0.3333333333333333,1.4551086215249824,0.4850362071749941
claude,claude-sonnet-4-6,824504,2026-06-16,New York Mets,Cincinnati Reds,Great American Ball Park,duration_min,195.0,155.0,240.0,85.0,173.0,1.0,22.0,0.12716763005780346,20.614038804937252,0.11915629367015752
claude,claude-sonnet-4-6,824504,2026-06-16,New York Mets,Cincinnati Reds,Great American Ball Park,attendance,24000.0,14000.0,36000.0,22000.0,28710.0,1.0,4710.0,0.16405433646812956,5335.398278924936,0.18583762727011272
claude,claude-sonnet-4-6,824505,2026-06-15,New York Mets,Cincinnati Reds,Great American Ball Park,total_runs,9.0,3.0,17.0,14.0,12.0,1.0,3.0,0.25,3.395253450224959,0.2829377875187466
claude,claude-sonnet-4-6,824505,2026-06-15,New York Mets,Cincinnati Reds,Great American Ball Park,total_strikeouts,17.0,9.0,27.0,18.0,17.0,1.0,0.0,0.0,4.365325864574947,0.2567838743867616
claude,claude-sonnet-4-6,824505,2026-06-15,New York Mets,Cincinnati Reds,Great American Ball Park,total_home_runs,2.0,0.0,6.0,6.0,3.0,1.0,1.0,0.3333333333333333,1.4551086215249824,0.4850362071749941
claude,claude-sonnet-4-6,824505,2026-06-15,New York Mets,Cincinnati Reds,Great American Ball Park,duration_min,185.0,145.0,235.0,90.0,173.0,1.0,12.0,0.06936416184971098,21.826629322874737,0.1261654874154609
claude,claude-sonnet-4-6,824505,2026-06-15,New York Mets,Cincinnati Reds,Great American Ball Park,attendance,24000.0,14000.0,34000.0,20000.0,19853.0,1.0,4147.0,0.20888530700649777,4850.362071749942,0.24431381009167086
claude,claude-sonnet-4-6,824506,2026-06-14,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_runs,9.0,3.0,17.0,14.0,8.0,1.0,1.0,0.125,3.395253450224959,0.42440668127811987
claude,claude-sonnet-4-6,824506,2026-06-14,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_strikeouts,17.0,9.0,26.0,17.0,14.0,1.0,3.0,0.21428571428571427,4.122807760987451,0.29448626864196076
claude,claude-sonnet-4-6,824506,2026-06-14,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_home_runs,2.0,0.0,5.0,5.0,5.0,1.0,3.0,0.6,1.2125905179374854,0.2425181035874971
claude,claude-sonnet-4-6,824506,2026-06-14,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,duration_min,185.0,145.0,230.0,85.0,159.0,1.0,26.0,0.16352201257861634,20.614038804937252,0.1296480427983475
claude,claude-sonnet-4-6,824506,2026-06-14,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,attendance,22000.0,12000.0,32000.0,20000.0,22946.0,1.0,946.0,0.04122722914669223,4850.362071749942,0.21138159468970372
claude,claude-sonnet-4-6,824507,2026-06-12,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_runs,9.0,3.0,17.0,14.0,7.0,1.0,2.0,0.2857142857142857,3.395253450224959,0.4850362071749941
claude,claude-sonnet-4-6,824507,2026-06-12,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_strikeouts,17.0,9.0,27.0,18.0,14.0,1.0,3.0,0.21428571428571427,4.365325864574947,0.31180899032678194
claude,claude-sonnet-4-6,824507,2026-06-12,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_home_runs,2.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.2125905179374854,1.2125905179374854
claude,claude-sonnet-4-6,824507,2026-06-12,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,duration_min,195.0,155.0,245.0,90.0,209.0,1.0,14.0,0.06698564593301436,21.826629322874737,0.10443363312380258
claude,claude-sonnet-4-6,824507,2026-06-12,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,attendance,22000.0,13000.0,32000.0,19000.0,29803.0,1.0,7803.0,0.26181927993826126,4607.843968162444,0.1546100717431951
claude,claude-sonnet-4-6,824508,2026-06-13,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_runs,9.0,3.0,17.0,14.0,3.0,1.0,6.0,2.0,3.395253450224959,1.1317511500749864
claude,claude-sonnet-4-6,824508,2026-06-13,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_strikeouts,17.0,9.0,27.0,18.0,18.0,1.0,1.0,0.05555555555555555,4.365325864574947,0.24251810358749706
claude,claude-sonnet-4-6,824508,2026-06-13,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,total_home_runs,2.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,1.2125905179374854,0.6062952589687427
claude,claude-sonnet-4-6,824508,2026-06-13,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,duration_min,195.0,155.0,240.0,85.0,142.0,0.0,53.0,0.3732394366197183,20.614038804937252,0.14516928735871304
claude,claude-sonnet-4-6,824508,2026-06-13,Arizona Diamondbacks,Cincinnati Reds,Great American Ball Park,attendance,22000.0,14000.0,32000.0,18000.0,27563.0,1.0,5563.0,0.2018285382578094,4365.325864574947,0.15837629665039898
claude,claude-sonnet-4-6,824586,2026-06-14,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_runs,9.0,3.0,17.0,14.0,10.0,1.0,1.0,0.1,3.395253450224959,0.3395253450224959
claude,claude-sonnet-4-6,824586,2026-06-14,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_strikeouts,16.0,8.0,26.0,18.0,21.0,1.0,5.0,0.23809523809523808,4.365325864574947,0.2078726602178546
claude,claude-sonnet-4-6,824586,2026-06-14,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_home_runs,2.0,0.0,5.0,5.0,5.0,1.0,3.0,0.6,1.2125905179374854,0.2425181035874971
claude,claude-sonnet-4-6,824586,2026-06-14,Los Angeles Dodgers,Chicago White Sox,Rate Field,duration_min,185.0,145.0,235.0,90.0,156.0,1.0,29.0,0.1858974358974359,21.826629322874737,0.13991429053124832
claude,claude-sonnet-4-6,824586,2026-06-14,Los Angeles Dodgers,Chicago White Sox,Rate Field,attendance,16000.0,9000.0,27000.0,18000.0,38507.0,0.0,22507.0,0.5844911314825876,4365.325864574947,0.11336447566870822
claude,claude-sonnet-4-6,824587,2026-06-13,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_runs,9.0,3.0,17.0,14.0,8.0,1.0,1.0,0.125,3.395253450224959,0.42440668127811987
claude,claude-sonnet-4-6,824587,2026-06-13,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_strikeouts,16.0,8.0,26.0,18.0,18.0,1.0,2.0,0.1111111111111111,4.365325864574947,0.24251810358749706
claude,claude-sonnet-4-6,824587,2026-06-13,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_home_runs,2.0,0.0,5.0,5.0,4.0,1.0,2.0,0.5,1.2125905179374854,0.30314762948437135
claude,claude-sonnet-4-6,824587,2026-06-13,Los Angeles Dodgers,Chicago White Sox,Rate Field,duration_min,185.0,150.0,230.0,80.0,168.0,1.0,17.0,0.10119047619047619,19.401448286999766,0.11548481123214147
claude,claude-sonnet-4-6,824587,2026-06-13,Los Angeles Dodgers,Chicago White Sox,Rate Field,attendance,14000.0,8000.0,22000.0,14000.0,37832.0,0.0,23832.0,0.629942905476845,3395.2534502249587,0.0897455447828547
claude,claude-sonnet-4-6,824588,2026-06-12,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_runs,9.0,3.0,18.0,15.0,10.0,1.0,1.0,0.1,3.6377715538124566,0.36377715538124566
claude,claude-sonnet-4-6,824588,2026-06-12,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_strikeouts,16.0,8.0,26.0,18.0,16.0,1.0,0.0,0.0,4.365325864574947,0.2728328665359342
claude,claude-sonnet-4-6,824588,2026-06-12,Los Angeles Dodgers,Chicago White Sox,Rate Field,total_home_runs,2.0,0.0,6.0,6.0,1.0,1.0,1.0,1.0,1.4551086215249824,1.4551086215249824
claude,claude-sonnet-4-6,824588,2026-06-12,Los Angeles Dodgers,Chicago White Sox,Rate Field,duration_min,195.0,150.0,255.0,105.0,162.0,1.0,33.0,0.2037037037037037,25.464400876687193,0.157187659732637
claude,claude-sonnet-4-6,824588,2026-06-12,Los Angeles Dodgers,Chicago White Sox,Rate Field,attendance,14000.0,7000.0,24000.0,17000.0,37882.0,0.0,23882.0,0.630431339422417,4122.807760987451,0.10883289586049973
claude,claude-sonnet-4-6,824590,2026-06-10,Atlanta Braves,Chicago White Sox,Rate Field,total_runs,8.0,3.0,15.0,12.0,3.0,1.0,5.0,1.6666666666666667,2.910217243049965,0.9700724143499883
claude,claude-sonnet-4-6,824590,2026-06-10,Atlanta Braves,Chicago White Sox,Rate Field,total_strikeouts,16.0,9.0,24.0,15.0,15.0,1.0,1.0,0.06666666666666667,3.6377715538124566,0.24251810358749712
claude,claude-sonnet-4-6,824590,2026-06-10,Atlanta Braves,Chicago White Sox,Rate Field,total_home_runs,2.0,0.0,5.0,5.0,0.0,1.0,2.0,1999999999.9999998,1.2125905179374854,1212590517.9374852
claude,claude-sonnet-4-6,824590,2026-06-10,Atlanta Braves,Chicago White Sox,Rate Field,duration_min,185.0,150.0,230.0,80.0,156.0,1.0,29.0,0.1858974358974359,19.401448286999766,0.1243682582499985
claude,claude-sonnet-4-6,824590,2026-06-10,Atlanta Braves,Chicago White Sox,Rate Field,attendance,12000.0,7000.0,22000.0,15000.0,14622.0,1.0,2622.0,0.17931883463274517,3637.771553812456,0.24878754984355467
claude,claude-sonnet-4-6,824591,2026-06-09,Atlanta Braves,Chicago White Sox,Rate Field,total_runs,9.0,3.0,18.0,15.0,11.0,1.0,2.0,0.18181818181818182,3.6377715538124566,0.3307065048920415
claude,claude-sonnet-4-6,824591,2026-06-09,Atlanta Braves,Chicago White Sox,Rate Field,total_strikeouts,16.0,8.0,26.0,18.0,11.0,1.0,5.0,0.45454545454545453,4.365325864574947,0.3968478058704497
claude,claude-sonnet-4-6,824591,2026-06-09,Atlanta Braves,Chicago White Sox,Rate Field,total_home_runs,2.0,0.0,6.0,6.0,4.0,1.0,2.0,0.5,1.4551086215249824,0.3637771553812456
claude,claude-sonnet-4-6,824591,2026-06-09,Atlanta Braves,Chicago White Sox,Rate Field,duration_min,185.0,145.0,240.0,95.0,189.0,1.0,4.0,0.021164021164021163,23.039219840812223,0.12190063407837155
claude,claude-sonnet-4-6,824591,2026-06-09,Atlanta Braves,Chicago White Sox,Rate Field,attendance,12000.0,6000.0,22000.0,16000.0,20494.0,1.0,8494.0,0.41446276959109984,3880.2896573999533,0.18933783826485573
claude,claude-sonnet-4-6,824666,2026-06-15,Colorado Rockies,Chicago Cubs,Wrigley Field,total_runs,9.0,3.0,17.0,14.0,9.0,1.0,0.0,0.0,3.395253450224959,0.3772503833583288
claude,claude-sonnet-4-6,824666,2026-06-15,Colorado Rockies,Chicago Cubs,Wrigley Field,total_strikeouts,16.0,8.0,26.0,18.0,17.0,1.0,1.0,0.058823529411764705,4.365325864574947,0.2567838743867616
claude,claude-sonnet-4-6,824666,2026-06-15,Colorado Rockies,Chicago Cubs,Wrigley Field,total_home_runs,2.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,1.2125905179374854,0.6062952589687427
claude,claude-sonnet-4-6,824666,2026-06-15,Colorado Rockies,Chicago Cubs,Wrigley Field,duration_min,185.0,150.0,230.0,80.0,192.0,1.0,7.0,0.036458333333333336,19.401448286999766,0.10104920982812378
claude,claude-sonnet-4-6,824666,2026-06-15,Colorado Rockies,Chicago Cubs,Wrigley Field,attendance,36500.0,28000.0,41500.0,13500.0,38337.0,1.0,1837.0,0.04791715575031953,3273.994398431211,0.08540038079221668
claude,claude-sonnet-4-6,824667,2026-06-16,Colorado Rockies,Chicago Cubs,Wrigley Field,total_runs,9.0,3.0,18.0,15.0,7.0,1.0,2.0,0.2857142857142857,3.6377715538124566,0.5196816505446367
claude,claude-sonnet-4-6,824667,2026-06-16,Colorado Rockies,Chicago Cubs,Wrigley Field,total_strikeouts,16.0,8.0,26.0,18.0,16.0,1.0,0.0,0.0,4.365325864574947,0.2728328665359342
claude,claude-sonnet-4-6,824667,2026-06-16,Colorado Rockies,Chicago Cubs,Wrigley Field,total_home_runs,2.0,0.0,6.0,6.0,2.0,1.0,0.0,0.0,1.4551086215249824,0.7275543107624912
claude,claude-sonnet-4-6,824667,2026-06-16,Colorado Rockies,Chicago Cubs,Wrigley Field,duration_min,185.0,145.0,240.0,95.0,175.0,1.0,10.0,0.05714285714285714,23.039219840812223,0.13165268480464126
claude,claude-sonnet-4-6,824667,2026-06-16,Colorado Rockies,Chicago Cubs,Wrigley Field,attendance,36500.0,28000.0,41500.0,13500.0,35183.0,1.0,1317.0,0.03743285109285734,3273.994398431211,0.0930561463897681
claude,claude-sonnet-4-6,824668,2026-06-17,Colorado Rockies,Chicago Cubs,Wrigley Field,total_runs,9.0,3.0,18.0,15.0,14.0,1.0,5.0,0.35714285714285715,3.6377715538124566,0.25984082527231833
claude,claude-sonnet-4-6,824668,2026-06-17,Colorado Rockies,Chicago Cubs,Wrigley Field,total_strikeouts,16.0,8.0,26.0,18.0,9.0,1.0,7.0,0.7777777777777778,4.365325864574947,0.4850362071749941
claude,claude-sonnet-4-6,824668,2026-06-17,Colorado Rockies,Chicago Cubs,Wrigley Field,total_home_runs,2.0,0.0,6.0,6.0,6.0,1.0,4.0,0.6666666666666666,1.4551086215249824,0.24251810358749706
claude,claude-sonnet-4-6,824668,2026-06-17,Colorado Rockies,Chicago Cubs,Wrigley Field,duration_min,185.0,145.0,240.0,95.0,160.0,1.0,25.0,0.15625,23.039219840812223,0.14399512400507639
claude,claude-sonnet-4-6,824668,2026-06-17,Colorado Rockies,Chicago Cubs,Wrigley Field,attendance,38500.0,30000.0,42000.0,12000.0,34938.0,1.0,3562.0,0.10195202930906176,2910.217243049965,0.08329661809634109
claude,claude-sonnet-4-6,824669,2026-06-06,San Francisco Giants,Chicago Cubs,Wrigley Field,total_runs,8.0,3.0,15.0,12.0,5.0,1.0,3.0,0.6,2.910217243049965,0.582043448609993
claude,claude-sonnet-4-6,824669,2026-06-06,San Francisco Giants,Chicago Cubs,Wrigley Field,total_strikeouts,16.0,9.0,24.0,15.0,19.0,1.0,3.0,0.15789473684210525,3.6377715538124566,0.1914616607269714
claude,claude-sonnet-4-6,824669,2026-06-06,San Francisco Giants,Chicago Cubs,Wrigley Field,total_home_runs,2.0,0.0,5.0,5.0,3.0,1.0,1.0,0.3333333333333333,1.2125905179374854,0.4041968393124951
claude,claude-sonnet-4-6,824669,2026-06-06,San Francisco Giants,Chicago Cubs,Wrigley Field,duration_min,185.0,150.0,225.0,75.0,183.0,1.0,2.0,0.01092896174863388,18.18885776906228,0.09939266540471192
claude,claude-sonnet-4-6,824669,2026-06-06,San Francisco Giants,Chicago Cubs,Wrigley Field,attendance,36500.0,28000.0,41000.0,13000.0,39248.0,1.0,2748.0,0.07001630656339176,3152.735346637462,0.0803285606053165
claude,claude-sonnet-4-6,824670,2026-06-07,San Francisco Giants,Chicago Cubs,Wrigley Field,total_runs,9.0,3.0,17.0,14.0,3.0,1.0,6.0,2.0,3.395253450224959,1.1317511500749864
claude,claude-sonnet-4-6,824670,2026-06-07,San Francisco Giants,Chicago Cubs,Wrigley Field,total_strikeouts,16.0,8.0,26.0,18.0,19.0,1.0,3.0,0.15789473684210525,4.365325864574947,0.22975399287236564
claude,claude-sonnet-4-6,824670,2026-06-07,San Francisco Giants,Chicago Cubs,Wrigley Field,total_home_runs,2.0,0.0,6.0,6.0,0.0,1.0,2.0,1999999999.9999998,1.4551086215249824,1455108621.5249825
claude,claude-sonnet-4-6,824670,2026-06-07,San Francisco Giants,Chicago Cubs,Wrigley Field,duration_min,185.0,145.0,235.0,90.0,184.0,1.0,1.0,0.005434782608695652,21.826629322874737,0.11862298545040618
claude,claude-sonnet-4-6,824670,2026-06-07,San Francisco Giants,Chicago Cubs,Wrigley Field,attendance,38500.0,30000.0,41500.0,11500.0,36317.0,1.0,2183.0,0.06010959054988022,2788.9581912562167,0.07679483964138603
claude,claude-sonnet-4-6,824673,2026-06-05,San Francisco Giants,Chicago Cubs,Wrigley Field,total_runs,8.5,3.0,17.0,14.0,21.0,0.0,12.5,0.5952380952380952,3.395253450224959,0.16167873572499805
claude,claude-sonnet-4-6,824673,2026-06-05,San Francisco Giants,Chicago Cubs,Wrigley Field,total_strikeouts,16.0,9.0,25.0,16.0,16.0,1.0,0.0,0.0,3.880289657399953,0.24251810358749706
claude,claude-sonnet-4-6,824673,2026-06-05,San Francisco Giants,Chicago Cubs,Wrigley Field,total_home_runs,1.5,0.0,5.0,5.0,8.0,0.0,6.5,0.8125,1.2125905179374854,0.15157381474218568
claude,claude-sonnet-4-6,824673,2026-06-05,San Francisco Giants,Chicago Cubs,Wrigley Field,duration_min,185.0,150.0,230.0,80.0,173.0,1.0,12.0,0.06936416184971098,19.401448286999766,0.11214709992485414
claude,claude-sonnet-4-6,824673,2026-06-05,San Francisco Giants,Chicago Cubs,Wrigley Field,attendance,36500.0,28000.0,41000.0,13000.0,39060.0,1.0,2560.0,0.06554019457245264,3152.735346637462,0.08071519064612039
claude,claude-sonnet-4-6,824746,2026-06-17,Toronto Blue Jays,Boston Red Sox,Fenway Park,total_runs,9.0,3.0,17.0,14.0,3.0,1.0,6.0,2.0,3.395253450224959,1.1317511500749864
claude,claude-sonnet-4-6,824746,2026-06-17,Toronto Blue Jays,Boston Red Sox,Fenway Park,total_strikeouts,16.0,9.0,25.0,16.0,16.0,1.0,0.0,0.0,3.880289657399953,0.24251810358749706
claude,claude-sonnet-4-6,824746,2026-06-17,Toronto Blue Jays,Boston Red Sox,Fenway Park,total_home_runs,2.0,0.0,5.0,5.0,0.0,1.0,2.0,1999999999.9999998,1.2125905179374854,1212590517.9374852
claude,claude-sonnet-4-6,824746,2026-06-17,Toronto Blue Jays,Boston Red Sox,Fenway Park,duration_min,195.0,155.0,245.0,90.0,171.0,1.0,24.0,0.14035087719298245,21.826629322874737,0.12764110715131424
