model,ticker,pred_date,run,current_price,window_days,target_date,actual_date,actual_price,point_estimate,ci_50_low,ci_50_high,ci_80_low,ci_80_high,ci_90_low,ci_90_high,hit_50,hit_80,hit_90,brier_score
claude,SYK,2026-02-23,5,384.7300109863281,3,2026-02-26,2026-02-26,386.05999755859375,385.5,382.1,388.9,379.2,391.8,376.85,394.15,1.0,1.0,1.0,2.1040819951177837e-06
claude,SYK,2026-02-24,1,381.3299865722656,20,2026-03-16,2026-03-16,349.5599975585937,385.2,378.5,391.9,372.8,397.6,368.4,402.0,0.0,0.0,0.0,0.010395179547429887
claude,SYK,2026-02-24,2,381.3299865722656,20,2026-03-16,2026-03-16,349.5599975585937,383.5,375.2,391.8,368.9,398.1,364.3,402.7,0.0,0.0,0.0,0.009427147085877831
claude,SYK,2026-02-24,3,381.3299865722656,20,2026-03-16,2026-03-16,349.5599975585937,385.5,378.2,392.8,372.15,398.85,367.45,403.55,0.0,0.0,0.0,0.010570919102733223
claude,SYK,2026-02-24,4,381.3299865722656,20,2026-03-16,2026-03-16,349.5599975585937,384.5,376.8,392.2,371.25,397.75,367.5,401.5,0.0,0.0,0.0,0.0099908492653349
claude,SYK,2026-02-24,5,381.3299865722656,20,2026-03-16,2026-03-16,349.5599975585937,383.5,375.0,392.0,368.0,399.0,362.0,405.0,0.0,0.0,0.0,0.009427147085877831
claude,SYK,2026-02-24,1,381.3299865722656,2,2026-02-26,2026-02-26,386.05999755859375,381.85,378.12,385.58,375.67,388.03,373.89,389.81,0.0,1.0,1.0,0.00011891977553371887
claude,SYK,2026-02-24,2,381.3299865722656,2,2026-02-26,2026-02-26,386.05999755859375,381.33,378.95,383.71,376.57,386.09,374.89,387.77,0.0,1.0,1.0,0.00015011089901761853
claude,SYK,2026-02-24,3,381.3299865722656,2,2026-02-26,2026-02-26,386.05999755859375,381.33,376.5,386.16,372.85,389.81,370.47,392.19,1.0,1.0,1.0,0.00015011089901761853
claude,SYK,2026-02-24,4,381.3299865722656,2,2026-02-26,2026-02-26,386.05999755859375,381.33,375.5,387.16,371.27,391.39,368.46,394.2,1.0,1.0,1.0,0.00015011089901761853
claude,SYK,2026-02-24,5,381.3299865722656,2,2026-02-26,2026-02-26,386.05999755859375,381.33,377.5,385.16,374.31,388.35,372.07,390.59,0.0,1.0,1.0,0.00015011089901761853
claude,SYK,2026-02-25,1,384.0299987792969,7,2026-03-04,2026-03-04,381.8900146484375,386.5,380.25,392.75,375.8,397.2,372.15,400.85,1.0,1.0,1.0,0.0001457211147619673
claude,SYK,2026-02-25,2,384.0299987792969,7,2026-03-04,2026-03-04,381.8900146484375,386.5,380.25,392.75,375.8,397.2,372.15,400.85,1.0,1.0,1.0,0.0001457211147619673
claude,SYK,2026-02-25,3,384.0299987792969,7,2026-03-04,2026-03-04,381.8900146484375,386.5,381.25,391.75,377.5,395.5,374.75,398.25,1.0,1.0,1.0,0.0001457211147619673
claude,SYK,2026-02-25,4,384.0299987792969,7,2026-03-04,2026-03-04,381.8900146484375,386.5,379.2,393.8,374.15,398.85,370.65,402.35,1.0,1.0,1.0,0.0001457211147619673
claude,SYK,2026-02-25,5,384.0299987792969,7,2026-03-04,2026-03-04,381.8900146484375,386.5,380.25,392.75,375.8,397.2,372.15,400.85,1.0,1.0,1.0,0.0001457211147619673
claude,SYK,2026-02-26,1,386.05999755859375,6,2026-03-04,2026-03-04,381.8900146484375,387.5,382.15,392.85,378.9,396.1,376.25,398.75,0.0,1.0,1.0,0.00021579771839767985
claude,SYK,2026-02-26,2,386.05999755859375,6,2026-03-04,2026-03-04,381.8900146484375,387.5,382.0,393.0,378.5,396.5,375.0,400.0,0.0,1.0,1.0,0.00021579771839767985
claude,SYK,2026-02-26,3,386.05999755859375,6,2026-03-04,2026-03-04,381.8900146484375,387.5,382.25,392.75,378.5,396.5,375.75,399.25,0.0,1.0,1.0,0.00021579771839767985
claude,SYK,2026-02-26,4,386.05999755859375,6,2026-03-04,2026-03-04,381.8900146484375,387.5,382.0,393.0,378.5,396.5,375.0,400.0,0.0,1.0,1.0,0.00021579771839767985
claude,SYK,2026-02-26,5,386.05999755859375,6,2026-03-04,2026-03-04,381.8900146484375,386.5,380.25,392.75,375.5,397.5,372.0,401.0,1.0,1.0,1.0,0.0001457211147619673
claude,SYK,2026-02-26,1,386.05999755859375,7,2026-03-05,2026-03-05,370.5,388.5,383.25,393.75,378.4,398.6,375.2,401.8,0.0,0.0,0.0,0.002360307495615401
claude,SYK,2026-02-26,2,386.05999755859375,7,2026-03-05,2026-03-05,370.5,388.5,382.0,395.0,376.0,401.0,371.0,406.0,0.0,0.0,0.0,0.002360307495615401
claude,SYK,2026-02-26,3,386.05999755859375,7,2026-03-05,2026-03-05,370.5,388.5,382.0,395.0,376.0,401.0,372.0,405.0,0.0,0.0,0.0,0.002360307495615401
claude,SYK,2026-02-26,4,386.05999755859375,7,2026-03-05,2026-03-05,370.5,388.5,383.25,393.75,379.5,397.5,376.75,400.25,0.0,0.0,0.0,0.002360307495615401
claude,SYK,2026-02-26,5,386.05999755859375,7,2026-03-05,2026-03-05,370.5,388.5,383.25,393.75,378.9,398.1,375.6,401.4,0.0,0.0,0.0,0.002360307495615401
claude,SYK,2026-02-27,1,387.4599914550781,21,2026-03-20,2026-03-20,335.6700134277344,392.15,385.2,399.1,378.85,405.45,374.6,409.7,0.0,0.0,0.0,0.028311578093232263
claude,SYK,2026-02-27,2,387.4599914550781,21,2026-03-20,2026-03-20,335.6700134277344,392.15,385.2,399.1,378.85,405.45,374.7,409.6,0.0,0.0,0.0,0.028311578093232263
claude,SYK,2026-02-27,3,387.4599914550781,21,2026-03-20,2026-03-20,335.6700134277344,392.15,384.2,400.1,378.85,405.45,375.3,409.0,0.0,0.0,0.0,0.028311578093232263
claude,SYK,2026-02-27,4,387.4599914550781,21,2026-03-20,2026-03-20,335.6700134277344,392.15,384.2,400.1,378.5,405.8,374.25,410.05,0.0,0.0,0.0,0.028311578093232263
claude,SYK,2026-02-27,5,387.4599914550781,21,2026-03-20,2026-03-20,335.6700134277344,392.15,385.2,399.1,378.5,405.8,374.25,410.05,0.0,0.0,0.0,0.028311578093232263
claude,SYK,2026-02-27,1,387.4599914550781,6,2026-03-05,2026-03-05,370.5,389.12,383.25,394.99,378.41,399.83,375.18,403.06,0.0,0.0,0.0,0.002525706771860619
claude,SYK,2026-02-27,2,387.4599914550781,6,2026-03-05,2026-03-05,370.5,389.12,383.85,394.39,379.22,398.02,376.41,401.83,0.0,0.0,0.0,0.002525706771860619
claude,SYK,2026-02-27,3,387.4599914550781,6,2026-03-05,2026-03-05,370.5,388.75,384.2,393.3,380.15,397.35,377.6,399.9,0.0,0.0,0.0,0.002426326898945693
claude,SYK,2026-02-27,4,387.4599914550781,6,2026-03-05,2026-03-05,370.5,388.92,383.45,394.39,378.21,399.63,374.58,403.26,0.0,0.0,0.0,0.002471740235047292
claude,SYK,2026-02-27,5,387.4599914550781,6,2026-03-05,2026-03-05,370.5,389.12,383.25,394.99,378.88,399.36,375.64,402.6,0.0,0.0,0.0,0.002525706771860619
claude,SYK,2026-03-02,1,387.0199890136719,22,2026-03-24,2026-03-24,328.510009765625,389.75,382.5,397.0,376.25,403.25,372.0,407.5,0.0,0.0,0.0,0.03475145648792788
claude,SYK,2026-03-02,2,387.0199890136719,22,2026-03-24,2026-03-24,328.510009765625,389.5,382.15,396.85,376.3,402.7,372.4,406.6,0.0,0.0,0.0,0.034468303899045746
claude,SYK,2026-03-02,3,387.0199890136719,22,2026-03-24,2026-03-24,328.510009765625,389.45,382.15,396.75,376.2,402.7,372.85,406.05,0.0,0.0,0.0,0.03441181237462648
claude,SYK,2026-03-02,4,387.0199890136719,22,2026-03-24,2026-03-24,328.510009765625,389.45,382.15,396.75,376.3,402.6,372.85,406.05,0.0,0.0,0.0,0.03441181237462648
claude,SYK,2026-03-02,5,387.0199890136719,22,2026-03-24,2026-03-24,328.510009765625,389.5,382.0,397.0,376.5,402.5,372.0,407.0,0.0,0.0,0.0,0.034468303899045746
claude,T,2026-02-18,1,27.8799991607666,1,2026-02-19,2026-02-19,27.8799991607666,27.92,27.65,28.19,27.45,28.39,27.3,28.54,1.0,1.0,1.0,2.0585086367605135e-06
claude,T,2026-02-18,2,27.8799991607666,1,2026-02-19,2026-02-19,27.8799991607666,27.88,27.6,28.16,27.32,28.44,27.04,28.72,1.0,1.0,1.0,9.061080818094201e-16
claude,T,2026-02-18,3,27.8799991607666,1,2026-02-19,2026-02-19,27.8799991607666,27.9,27.65,28.15,27.4,28.4,27.2,28.6,1.0,1.0,1.0,5.146487535784616e-07
claude,T,2026-02-18,4,27.8799991607666,1,2026-02-19,2026-02-19,27.8799991607666,27.9,27.65,28.15,27.45,28.35,27.3,28.5,1.0,1.0,1.0,5.146487535784616e-07
claude,T,2026-02-18,5,27.8799991607666,1,2026-02-19,2026-02-19,27.8799991607666,27.88,27.6,28.16,27.32,28.44,27.04,28.72,1.0,1.0,1.0,9.061080818094201e-16
claude,T,2026-02-19,1,27.8799991607666,1,2026-02-20,2026-02-20,27.979999542236328,27.9,27.65,28.15,27.45,28.35,27.25,28.55,1.0,1.0,1.0,8.174846333402723e-06
claude,T,2026-02-19,2,27.8799991607666,1,2026-02-20,2026-02-20,27.979999542236328,27.9,27.65,28.15,27.45,28.35,27.3,28.5,1.0,1.0,1.0,8.174846333402723e-06
claude,T,2026-02-19,3,27.8799991607666,1,2026-02-20,2026-02-20,27.979999542236328,27.9,27.65,28.15,27.45,28.35,27.25,28.55,1.0,1.0,1.0,8.174846333402723e-06
claude,T,2026-02-19,4,27.8799991607666,1,2026-02-20,2026-02-20,27.979999542236328,27.85,27.45,28.25,27.15,28.55,26.95,28.75,1.0,1.0,1.0,2.1586798615256868e-05
claude,T,2026-02-19,5,27.8799991607666,1,2026-02-20,2026-02-20,27.979999542236328,27.9,27.65,28.15,27.4,28.4,27.2,28.6,1.0,1.0,1.0,8.174846333402723e-06
claude,T,2026-02-19,1,27.8799991607666,20,2026-03-11,2026-03-11,27.15999984741211,27.88,26.75,29.01,25.85,29.91,25.15,30.61,1.0,1.0,1.0,0.0007027577611745
claude,T,2026-02-19,2,27.8799991607666,20,2026-03-11,2026-03-11,27.15999984741211,27.95,26.85,29.05,25.75,30.15,24.9,31.0,1.0,1.0,1.0,0.0008460476509971701
claude,T,2026-02-19,3,27.8799991607666,20,2026-03-11,2026-03-11,27.15999984741211,28.12,27.45,28.79,26.78,29.46,26.11,30.13,0.0,1.0,1.0,0.0012493469985913404
claude,T,2026-02-19,4,27.8799991607666,20,2026-03-11,2026-03-11,27.15999984741211,27.88,26.95,28.81,25.85,29.91,25.02,30.74,1.0,1.0,1.0,0.0007027577611745
claude,T,2026-02-19,5,27.8799991607666,20,2026-03-11,2026-03-11,27.15999984741211,28.15,27.2,29.1,26.5,29.8,25.95,30.35,0.0,1.0,1.0,0.001328651238632611
claude,T,2026-02-20,1,27.979999542236328,20,2026-03-12,2026-03-12,27.38999938964844,28.15,27.45,28.85,26.85,29.45,26.25,30.05,0.0,1.0,1.0,0.0007699168721444978
claude,T,2026-02-20,2,27.979999542236328,20,2026-03-12,2026-03-12,27.38999938964844,28.12,27.35,28.89,26.58,29.66,25.81,30.43,1.0,1.0,1.0,0.0007103336707894976
claude,T,2026-02-20,3,27.979999542236328,20,2026-03-12,2026-03-12,27.38999938964844,28.15,27.2,29.1,26.5,29.8,25.9,30.4,1.0,1.0,1.0,0.0007699168721444978
claude,T,2026-02-20,4,27.979999542236328,20,2026-03-12,2026-03-12,27.38999938964844,27.98,26.75,29.21,25.63,30.33,24.78,31.18,1.0,1.0,1.0,0.00046400309423052887
claude,T,2026-02-20,5,27.979999542236328,20,2026-03-12,2026-03-12,27.38999938964844,27.98,26.5,29.46,25.2,30.76,24.23,31.73,1.0,1.0,1.0,0.00046400309423052887
claude,T,2026-02-23,1,28.520000457763672,18,2026-03-13,2026-03-13,27.71999931335449,28.52,27.12,29.92,25.95,31.09,25.08,31.96,1.0,1.0,1.0,0.00083290273683537
claude,T,2026-02-23,2,28.520000457763672,18,2026-03-13,2026-03-13,27.71999931335449,28.52,27.85,29.19,27.4,29.64,27.1,29.94,0.0,1.0,1.0,0.00083290273683537
claude,T,2026-02-23,3,28.520000457763672,18,2026-03-13,2026-03-13,27.71999931335449,28.52,27.85,29.19,27.12,29.92,26.54,30.5,0.0,1.0,1.0,0.00083290273683537
claude,T,2026-02-23,4,28.520000457763672,18,2026-03-13,2026-03-13,27.71999931335449,28.52,27.85,29.19,27.12,29.92,26.55,30.49,0.0,1.0,1.0,0.00083290273683537
claude,T,2026-02-23,5,28.520000457763672,18,2026-03-13,2026-03-13,27.71999931335449,28.52,27.12,29.92,25.95,31.09,25.08,31.96,1.0,1.0,1.0,0.00083290273683537
claude,T,2026-02-23,1,28.520000457763672,3,2026-02-26,2026-02-26,27.459999084472656,28.52,27.98,29.06,27.41,29.63,26.98,30.06,0.0,1.0,1.0,0.001490086375841498
claude,T,2026-02-23,2,28.520000457763672,3,2026-02-26,2026-02-26,27.459999084472656,28.52,27.8,29.24,27.25,29.79,26.85,30.19,0.0,1.0,1.0,0.001490086375841498
claude,T,2026-02-23,3,28.520000457763672,3,2026-02-26,2026-02-26,27.459999084472656,28.52,27.95,29.09,27.25,29.79,26.78,30.26,0.0,1.0,1.0,0.001490086375841498
claude,T,2026-02-23,4,28.520000457763672,3,2026-02-26,2026-02-26,27.459999084472656,28.52,27.95,29.09,27.25,29.79,26.83,30.21,0.0,1.0,1.0,0.001490086375841498
claude,T,2026-02-23,5,28.520000457763672,3,2026-02-26,2026-02-26,27.459999084472656,28.52,27.98,29.06,27.42,29.62,27.08,29.96,0.0,1.0,1.0,0.001490086375841498
claude,T,2026-02-24,1,28.350000381469727,20,2026-03-16,2026-03-16,27.729999542236328,28.35,27.12,29.58,25.89,30.81,24.95,31.75,1.0,1.0,1.0,0.0004999013337727787
claude,T,2026-02-24,2,28.350000381469727,20,2026-03-16,2026-03-16,27.729999542236328,28.35,27.12,29.58,25.89,30.81,25.16,31.54,1.0,1.0,1.0,0.0004999013337727787
claude,T,2026-02-24,3,28.350000381469727,20,2026-03-16,2026-03-16,27.729999542236328,28.35,27.12,29.58,25.89,30.81,24.66,32.04,1.0,1.0,1.0,0.0004999013337727787
claude,T,2026-02-24,4,28.350000381469727,20,2026-03-16,2026-03-16,27.729999542236328,28.35,27.1,29.6,25.95,30.75,25.1,31.6,1.0,1.0,1.0,0.0004999013337727787
claude,T,2026-02-24,5,28.350000381469727,20,2026-03-16,2026-03-16,27.729999542236328,28.35,27.12,29.58,25.89,30.81,25.19,31.51,1.0,1.0,1.0,0.0004999013337727787
claude,T,2026-02-24,1,28.350000381469727,2,2026-02-26,2026-02-26,27.459999084472656,28.35,27.78,28.92,27.35,29.35,26.95,29.75,0.0,1.0,1.0,0.0010504608470527524
claude,T,2026-02-24,2,28.350000381469727,2,2026-02-26,2026-02-26,27.459999084472656,28.35,27.8,28.9,27.4,29.3,27.1,29.6,0.0,1.0,1.0,0.0010504608470527524
claude,T,2026-02-24,3,28.350000381469727,2,2026-02-26,2026-02-26,27.459999084472656,28.35,27.9,28.8,27.3,29.4,26.85,29.85,0.0,1.0,1.0,0.0010504608470527524
claude,T,2026-02-24,4,28.350000381469727,2,2026-02-26,2026-02-26,27.459999084472656,28.35,27.8,28.9,27.25,29.45,26.85,29.85,0.0,1.0,1.0,0.0010504608470527524
claude,T,2026-02-24,5,28.350000381469727,2,2026-02-26,2026-02-26,27.459999084472656,28.35,27.8,28.9,27.4,29.3,27.0,29.7,0.0,1.0,1.0,0.0010504608470527524
claude,T,2026-02-25,1,27.8700008392334,7,2026-03-04,2026-03-04,28.979999542236328,27.92,27.15,28.69,26.52,29.32,26.01,29.83,0.0,1.0,1.0,0.0013378721302733485
claude,T,2026-02-25,2,27.8700008392334,7,2026-03-04,2026-03-04,28.979999542236328,27.92,27.15,28.69,26.52,29.32,26.01,29.83,0.0,1.0,1.0,0.0013378721302733485
claude,T,2026-02-25,3,27.8700008392334,7,2026-03-04,2026-03-04,28.979999542236328,27.9,27.35,28.45,26.7,29.1,26.2,29.6,0.0,1.0,1.0,0.0013888341738254137
claude,T,2026-02-25,4,27.8700008392334,7,2026-03-04,2026-03-04,28.979999542236328,27.95,27.45,28.45,26.85,29.05,26.25,29.65,0.0,1.0,1.0,0.0012632151186375983
claude,T,2026-02-25,5,27.8700008392334,7,2026-03-04,2026-03-04,28.979999542236328,27.92,27.45,28.39,27.15,28.69,26.95,28.89,0.0,0.0,0.0,0.0013378721302733485
claude,T,2026-02-26,1,27.459999084472656,6,2026-03-04,2026-03-04,28.979999542236328,27.46,26.75,28.17,26.2,28.72,25.8,29.12,0.0,0.0,1.0,0.0027509973101890028
claude,T,2026-02-26,2,27.459999084472656,6,2026-03-04,2026-03-04,28.979999542236328,27.46,26.85,28.07,26.3,28.62,25.85,29.07,0.0,0.0,1.0,0.0027509973101890028
claude,T,2026-02-26,3,27.459999084472656,6,2026-03-04,2026-03-04,28.979999542236328,27.46,26.85,28.07,26.3,28.62,25.85,29.07,0.0,0.0,1.0,0.0027509973101890028
claude,T,2026-02-26,4,27.459999084472656,6,2026-03-04,2026-03-04,28.979999542236328,27.46,26.85,28.07,26.3,28.62,25.85,29.07,0.0,0.0,1.0,0.0027509973101890028
claude,T,2026-02-26,5,27.459999084472656,6,2026-03-04,2026-03-04,28.979999542236328,27.46,26.85,28.07,26.3,28.62,25.85,29.07,0.0,0.0,1.0,0.0027509973101890028
claude,T,2026-02-26,1,27.459999084472656,7,2026-03-05,2026-03-05,28.96999931335449,27.32,26.85,27.79,26.23,28.41,25.78,28.86,0.0,0.0,0.0,0.003243923150866795
claude,T,2026-02-26,2,27.459999084472656,7,2026-03-05,2026-03-05,28.96999931335449,27.46,26.85,28.07,26.3,28.62,25.85,29.07,0.0,0.0,1.0,0.00271679287622784
claude,T,2026-02-26,3,27.459999084472656,7,2026-03-05,2026-03-05,28.96999931335449,27.46,26.85,28.07,26.32,28.6,25.93,28.99,0.0,0.0,1.0,0.00271679287622784
claude,T,2026-02-26,4,27.459999084472656,7,2026-03-05,2026-03-05,28.96999931335449,27.68,26.85,28.51,26.32,29.04,25.95,29.41,0.0,1.0,1.0,0.001982814053817834
claude,T,2026-02-26,5,27.459999084472656,7,2026-03-05,2026-03-05,28.96999931335449,27.32,26.85,27.79,26.24,28.4,25.78,28.86,0.0,0.0,0.0,0.003243923150866795
claude,T,2026-02-27,1,28.01000022888184,21,2026-03-20,2026-03-20,28.309999465942383,28.15,27.25,29.05,26.5,29.8,25.9,30.4,1.0,1.0,1.0,3.19416497893156e-05
claude,T,2026-02-27,2,28.01000022888184,21,2026-03-20,2026-03-20,28.309999465942383,28.15,27.45,28.85,26.75,29.55,26.2,30.1,1.0,1.0,1.0,3.19416497893156e-05
claude,T,2026-02-27,3,28.01000022888184,21,2026-03-20,2026-03-20,28.309999465942383,28.15,27.2,29.1,26.5,29.8,25.9,30.4,1.0,1.0,1.0,3.19416497893156e-05
claude,T,2026-02-27,4,28.01000022888184,21,2026-03-20,2026-03-20,28.309999465942383,28.15,27.45,28.85,26.75,29.55,26.2,30.1,1.0,1.0,1.0,3.19416497893156e-05
claude,T,2026-02-27,5,28.01000022888184,21,2026-03-20,2026-03-20,28.309999465942383,28.15,27.45,28.85,26.75,29.55,26.2,30.1,1.0,1.0,1.0,3.19416497893156e-05
claude,T,2026-02-27,1,28.01000022888184,6,2026-03-05,2026-03-05,28.96999931335449,28.01,27.45,28.57,26.88,29.14,26.31,29.71,0.0,1.0,1.0,0.0010981075435880084
claude,T,2026-02-27,2,28.01000022888184,6,2026-03-05,2026-03-05,28.96999931335449,28.01,27.45,28.57,26.89,29.13,26.33,29.69,0.0,1.0,1.0,0.0010981075435880084
claude,T,2026-02-27,3,28.01000022888184,6,2026-03-05,2026-03-05,28.96999931335449,28.01,27.15,28.87,26.32,29.7,25.77,30.25,0.0,1.0,1.0,0.0010981075435880084
claude,T,2026-02-27,4,28.01000022888184,6,2026-03-05,2026-03-05,28.96999931335449,28.01,27.45,28.57,26.89,29.13,26.33,29.69,0.0,1.0,1.0,0.0010981075435880084
claude,T,2026-02-27,5,28.01000022888184,6,2026-03-05,2026-03-05,28.96999931335449,28.01,27.45,28.57,26.88,29.14,26.32,29.7,0.0,1.0,1.0,0.0010981075435880084
claude,T,2026-03-02,1,28.01000022888184,22,2026-03-24,2026-03-24,28.8700008392334,28.15,27.45,28.85,26.75,29.55,26.2,30.1,0.0,1.0,1.0,0.0006219742603035353
claude,T,2026-03-02,2,28.01000022888184,22,2026-03-24,2026-03-24,28.8700008392334,28.01,26.75,29.27,25.49,30.53,24.65,31.37,1.0,1.0,1.0,0.0008873688046814705
claude,T,2026-03-02,3,28.01000022888184,22,2026-03-24,2026-03-24,28.8700008392334,28.01,26.75,29.27,25.76,30.26,25.04,30.98,1.0,1.0,1.0,0.0008873688046814705
claude,T,2026-03-02,4,28.01000022888184,22,2026-03-24,2026-03-24,28.8700008392334,28.15,27.25,29.05,26.5,29.8,25.9,30.4,1.0,1.0,1.0,0.0006219742603035353
claude,T,2026-03-02,5,28.01000022888184,22,2026-03-24,2026-03-24,28.8700008392334,28.12,27.45,28.79,26.78,29.46,26.32,29.92,0.0,1.0,1.0,0.0006748852021545657
claude,TFC,2026-02-18,1,52.68999862670898,1,2026-02-19,2026-02-19,51.77999877929688,52.71,52.35,53.07,51.98,53.44,51.74,53.68,0.0,0.0,1.0,0.00032258410597748634
claude,TFC,2026-02-18,2,52.68999862670898,1,2026-02-19,2026-02-19,51.77999877929688,52.72,52.35,53.09,52.01,53.43,51.78,53.66,0.0,0.0,0.0,0.0003295586866475246
claude,TFC,2026-02-18,3,52.68999862670898,1,2026-02-19,2026-02-19,51.77999877929688,52.74,52.45,53.03,52.15,53.33,51.95,53.53,0.0,0.0,0.0,0.00034373163103244944
claude,TFC,2026-02-18,4,52.68999862670898,1,2026-02-19,2026-02-19,51.77999877929688,52.71,52.35,53.07,52.12,53.3,51.95,53.47,0.0,0.0,0.0,0.00032258410597748634
claude,TFC,2026-02-18,5,52.68999862670898,1,2026-02-19,2026-02-19,51.77999877929688,52.75,52.35,53.15,51.95,53.55,51.65,53.85,0.0,0.0,1.0,0.00035092999474733093
claude,TFC,2026-02-19,1,51.77999877929688,1,2026-02-20,2026-02-20,52.31999969482422,51.78,51.26,52.3,50.74,52.82,50.33,53.23,0.0,1.0,1.0,0.00010652500498723685
claude,TFC,2026-02-19,2,51.77999877929688,1,2026-02-20,2026-02-20,52.31999969482422,51.85,51.3,52.4,50.85,52.85,50.5,53.2,1.0,1.0,1.0,8.069742675039348e-05
claude,TFC,2026-02-19,3,51.77999877929688,1,2026-02-20,2026-02-20,52.31999969482422,51.85,51.45,52.25,51.15,52.55,50.95,52.75,0.0,1.0,1.0,8.069742675039348e-05
claude,TFC,2026-02-19,4,51.77999877929688,1,2026-02-20,2026-02-20,52.31999969482422,51.78,51.26,52.3,50.85,52.71,50.55,53.01,0.0,1.0,1.0,0.00010652500498723685
claude,TFC,2026-02-19,5,51.77999877929688,1,2026-02-20,2026-02-20,52.31999969482422,51.78,51.26,52.3,50.96,52.6,50.74,52.82,0.0,1.0,1.0,0.00010652500498723685
claude,TFC,2026-02-19,1,51.77999877929688,20,2026-03-11,2026-03-11,45.650001525878906,52.15,50.85,53.45,49.95,54.35,49.25,55.05,0.0,0.0,0.0,0.020274255563301563
claude,TFC,2026-02-19,2,51.77999877929688,20,2026-03-11,2026-03-11,45.650001525878906,52.15,50.89,53.41,49.63,54.67,48.74,55.56,0.0,0.0,0.0,0.020274255563301563
claude,TFC,2026-02-19,3,51.77999877929688,20,2026-03-11,2026-03-11,45.650001525878906,52.15,50.85,53.45,49.95,54.35,49.25,55.05,0.0,0.0,0.0,0.020274255563301563
claude,TFC,2026-02-19,4,51.77999877929688,20,2026-03-11,2026-03-11,45.650001525878906,52.35,50.8,53.9,49.5,55.2,48.6,56.1,0.0,0.0,0.0,0.021541096922882513
claude,TFC,2026-02-19,5,51.77999877929688,20,2026-03-11,2026-03-11,45.650001525878906,51.85,50.45,53.25,49.15,54.55,48.25,55.45,0.0,0.0,0.0,0.018445973163274895
claude,TFC,2026-02-20,1,52.31999969482422,20,2026-03-12,2026-03-12,44.369998931884766,52.85,51.2,54.5,49.8,55.9,48.5,57.2,0.0,0.0,0.0,0.036526913603319236
claude,TFC,2026-02-20,2,52.31999969482422,20,2026-03-12,2026-03-12,44.369998931884766,52.58,51.2,53.96,49.82,55.34,48.63,56.53,0.0,0.0,0.0,0.03423793717747031
claude,TFC,2026-02-20,3,52.31999969482422,20,2026-03-12,2026-03-12,44.369998931884766,52.58,51.15,54.01,49.87,55.29,48.94,56.22,0.0,0.0,0.0,0.03423793717747031
claude,TFC,2026-02-20,4,52.31999969482422,20,2026-03-12,2026-03-12,44.369998931884766,52.58,51.25,53.91,50.12,55.04,49.28,55.88,0.0,0.0,0.0,0.03423793717747031
claude,TFC,2026-02-20,5,52.31999969482422,20,2026-03-12,2026-03-12,44.369998931884766,52.85,51.2,54.5,49.8,55.9,48.7,57.0,0.0,0.0,0.0,0.036526913603319236
claude,TFC,2026-02-23,1,50.09000015258789,18,2026-03-13,2026-03-13,43.83000183105469,50.09,48.75,51.43,47.59,52.59,46.58,53.6,0.0,0.0,0.0,0.02039883827226391
claude,TFC,2026-02-23,2,50.09000015258789,18,2026-03-13,2026-03-13,43.83000183105469,50.09,48.95,51.23,47.58,52.6,46.58,53.6,0.0,0.0,0.0,0.02039883827226391
claude,TFC,2026-02-23,3,50.09000015258789,18,2026-03-13,2026-03-13,43.83000183105469,50.25,49.15,51.35,48.3,52.2,47.65,52.85,0.0,0.0,0.0,0.021454916606857243
claude,TFC,2026-02-23,4,50.09000015258789,18,2026-03-13,2026-03-13,43.83000183105469,50.09,48.75,51.43,47.55,52.63,46.58,53.6,0.0,0.0,0.0,0.02039883827226391
claude,TFC,2026-02-23,5,50.09000015258789,18,2026-03-13,2026-03-13,43.83000183105469,50.25,49.15,51.35,48.35,52.15,47.75,52.75,0.0,0.0,0.0,0.021454916606857243
claude,TFC,2026-02-23,1,50.09000015258789,3,2026-02-26,2026-02-26,51.5,50.15,49.85,50.45,49.55,50.75,49.25,51.05,0.0,0.0,0.0,0.0006871524177585085
claude,TFC,2026-02-23,2,50.09000015258789,3,2026-02-26,2026-02-26,51.5,50.15,49.85,50.45,49.55,50.75,49.25,51.05,0.0,0.0,0.0,0.0006871524177585085
claude,TFC,2026-02-23,3,50.09000015258789,3,2026-02-26,2026-02-26,51.5,50.15,49.75,50.55,49.35,50.95,49.05,51.25,0.0,0.0,0.0,0.0006871524177585085
claude,TFC,2026-02-23,4,50.09000015258789,3,2026-02-26,2026-02-26,51.5,50.15,49.85,50.45,49.55,50.75,49.25,51.05,0.0,0.0,0.0,0.0006871524177585085
claude,TFC,2026-02-23,5,50.09000015258789,3,2026-02-26,2026-02-26,51.5,50.12,49.85,50.39,49.58,50.66,49.31,50.93,0.0,0.0,0.0,0.0007180318597417313
claude,TFC,2026-02-24,1,49.65999984741211,20,2026-03-16,2026-03-16,44.52000045776367,50.25,48.9,51.6,47.8,52.7,46.9,53.6,0.0,0.0,0.0,0.01656528279225161
claude,TFC,2026-02-24,2,49.65999984741211,20,2026-03-16,2026-03-16,44.52000045776367,50.15,48.8,51.5,47.85,52.45,47.2,53.1,0.0,0.0,0.0,0.015992133215390364
claude,TFC,2026-02-24,3,49.65999984741211,20,2026-03-16,2026-03-16,44.52000045776367,49.85,48.75,50.95,47.9,51.8,47.25,52.45,0.0,0.0,0.0,0.014333228459072799
