model,domain,item,pred_date,horizon,horizon_days,target_date,adjusted_target_date,unit,current_value,point_estimate,ci_90_low,ci_90_high,actual_value,adjustment_note,status,fetched_at
gemini,stocks,FANG,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,186.30999755859375,186.5,179.74,193.26,186.94500732421875,,resolved,2026-04-10T19:37:50.500410Z
gemini,stocks,FAST,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,49.099998474121094,49.15,47.75,50.55,49.349998474121094,,resolved,2026-04-10T19:37:50.818078Z
gemini,stocks,FDX,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,377.0,377.35,371.85,382.85,373.70001220703125,,resolved,2026-04-10T19:37:51.221251Z
gemini,stocks,FTNT,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,80.66000366210938,80.66,77.73,83.59,76.79000091552734,,resolved,2026-04-10T19:37:51.544943Z
gemini,stocks,GD,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,343.8999938964844,344.25,338.25,350.25,334.2025146484375,,resolved,2026-04-10T19:37:51.863788Z
gemini,stocks,GEHC,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,72.91000366210938,72.95,71.7,74.2,73.52999877929688,,resolved,2026-04-10T19:37:52.285236Z
gemini,stocks,GILD,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,142.08999633789062,142.09,139.25,144.93,138.49000549316406,,resolved,2026-04-10T19:37:52.599184Z
gemini,stocks,GIS,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,36.75,36.76,36.03,37.48,35.5,,resolved,2026-04-10T19:37:52.912408Z
gemini,stocks,GM,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,76.7300033569336,76.95,74.45,79.05,76.27999877929688,,resolved,2026-04-10T19:37:53.279567Z
gemini,stocks,GPN,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,65.87999725341797,65.9,64.7,67.1,65.80999755859375,,resolved,2026-04-10T19:37:53.753410Z
gemini,stocks,HAL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,37.689998626708984,37.7,36.35,39.05,37.77000045776367,,resolved,2026-04-10T19:37:54.100517Z
gemini,stocks,HCA,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,507.19000244140625,507.5,494.68,519.7,495.1400146484375,,resolved,2026-04-10T19:37:54.465342Z
gemini,stocks,HLT,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,322.510009765625,322.75,319.75,325.75,322.9649963378906,,resolved,2026-04-10T19:37:54.790188Z
gemini,stocks,HSY,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,210.83999633789062,211.25,208.0,214.0,202.7899932861328,,resolved,2026-04-10T19:37:55.117687Z
gemini,stocks,IDXX,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,584.75,585.0,570.57,599.43,561.7349853515625,,resolved,2026-04-10T19:37:55.453937Z
gemini,stocks,IRM,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,108.69000244140625,108.7,106.55,110.85,109.375,,resolved,2026-04-10T19:37:55.736871Z
gemini,stocks,IT,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,148.02000427246094,148.06,144.22,151.9,143.625,,resolved,2026-04-10T19:37:56.056086Z
gemini,stocks,IWM,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,261.9599914550781,262.5,257.0,268.0,261.19000244140625,,resolved,2026-04-10T19:37:56.372910Z
gemini,stocks,JCI,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,141.85000610351562,141.85,138.35,145.35,142.65499877929688,,resolved,2026-04-10T19:37:56.737566Z
gemini,stocks,JNJ,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,241.30999755859375,241.31,237.56,245.06,238.13999938964844,,resolved,2026-04-10T19:37:57.092029Z
gemini,stocks,KDP,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,26.420000076293945,26.43,25.88,26.98,26.475000381469727,,resolved,2026-04-10T19:37:57.502036Z
gemini,stocks,KEYS,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,322.94000244140625,323.5,317.5,329.5,324.0899963378906,,resolved,2026-04-10T19:37:57.847183Z
gemini,stocks,KLAC,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,1727.260009765625,1729.0,1686.0,1772.0,1748.0,,resolved,2026-04-10T19:37:58.135145Z
gemini,stocks,KMB,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,97.95999908447266,98.0,96.15,99.85,97.26499938964844,,resolved,2026-04-10T19:37:58.505184Z
gemini,stocks,KR,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,70.3499984741211,70.35,68.96,71.74,67.88500213623047,,resolved,2026-04-10T19:37:59.005472Z
gemini,stocks,LHX,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,357.9700012207031,358.35,355.6,361.1,354.5,,resolved,2026-04-10T19:37:59.394352Z
gemini,stocks,LUV,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,40.209999084472656,40.21,39.02,41.4,39.459999084472656,,resolved,2026-04-10T19:37:59.746144Z
gemini,stocks,MCD,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,309.54998779296875,310.0,305.0,315.0,304.7799987792969,,resolved,2026-04-10T19:38:00.113345Z
gemini,stocks,MCK,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,873.4299926757812,873.7,855.79,891.97,868.4400024414062,,resolved,2026-04-10T19:38:00.509972Z
gemini,stocks,MNST,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,76.19000244140625,76.25,74.4,78.1,75.61499786376953,,resolved,2026-04-10T19:38:00.856709Z
gemini,stocks,MO,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,67.45999908447266,67.46,66.06,68.86,67.33000183105469,,resolved,2026-04-10T19:38:01.185723Z
gemini,stocks,MPC,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,223.52000427246094,223.52,216.17,230.87,222.07000732421875,,resolved,2026-04-10T19:38:01.558383Z
gemini,stocks,MRVL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,119.93000030517578,119.93,115.0,124.86,129.28500366210938,,resolved,2026-04-10T19:38:01.927544Z
gemini,stocks,MSCI,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,545.8800048828125,546.15,532.74,559.73,538.1199951171875,,resolved,2026-04-10T19:38:02.242100Z
gemini,stocks,MTD,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,1335.0,1337.0,1312.83,1366.31,1322.2950439453125,,resolved,2026-04-10T19:38:02.546880Z
gemini,stocks,NDAQ,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,84.20999908447266,84.25,82.5,85.9,83.1449966430664,,resolved,2026-04-10T19:38:02.871145Z
gemini,stocks,NSC,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,295.29998779296875,295.85,288.35,303.35,295.635009765625,,resolved,2026-04-10T19:38:03.195372Z
gemini,stocks,NUE,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,184.0,184.05,179.51,188.59,187.4499969482422,,resolved,2026-04-10T19:38:03.654540Z
gemini,stocks,O,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,63.20000076293945,63.2,61.76,64.64,63.46500015258789,,resolved,2026-04-10T19:38:03.992285Z
gemini,stocks,ODFL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,209.5,209.8,202.9,216.7,207.75999450683594,,resolved,2026-04-10T19:38:04.348631Z
gemini,stocks,ON,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,68.48999786376953,68.6,66.5,70.5,68.37999725341797,,resolved,2026-04-10T19:38:04.744235Z
gemini,stocks,ORLY,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,94.4000015258789,94.4,92.5,96.3,93.0199966430664,,resolved,2026-04-10T19:38:05.083433Z
gemini,stocks,OXY,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,58.529998779296875,58.53,56.15,61.0,57.97999954223633,,resolved,2026-04-10T19:38:05.385706Z
gemini,stocks,PCAR,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,127.05000305175781,127.15,125.24,129.06,127.19499969482422,,resolved,2026-04-10T19:38:05.776983Z
gemini,stocks,PEP,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,157.49000549316406,157.5,155.75,159.25,156.4949951171875,,resolved,2026-04-10T19:38:06.142143Z
gemini,stocks,PFE,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,27.219999313354492,27.25,26.75,27.75,26.774999618530273,,resolved,2026-04-10T19:38:06.579395Z
gemini,stocks,PLD,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,138.02000427246094,138.02,134.64,141.47,136.39999389648438,,resolved,2026-04-10T19:38:06.948866Z
gemini,stocks,PNC,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,223.22999572753906,223.34,217.61,229.18,222.0399932861328,,resolved,2026-04-10T19:38:07.300695Z
gemini,stocks,PPG,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,109.69999694824219,109.8,107.55,112.05,110.29499816894531,,resolved,2026-04-10T19:38:07.659803Z
gemini,stocks,PYPL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,45.97999954223633,45.95,45.2,46.7,45.275001525878906,,resolved,2026-04-10T19:38:08.026220Z
gemini,stocks,QQQ,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,610.1900024414062,610.75,597.2,624.3,610.780029296875,,resolved,2026-04-10T19:38:08.327951Z
gemini,stocks,RCL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,275.8900146484375,276.5,271.0,282.0,275.260009765625,,resolved,2026-04-10T19:38:08.797903Z
gemini,stocks,REGN,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,767.8499755859375,767.85,751.94,783.76,744.864990234375,,resolved,2026-04-10T19:38:09.138316Z
gemini,stocks,RMD,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,227.97999572753906,227.98,222.35,233.61,228.22999572753906,,resolved,2026-04-10T19:38:09.435801Z
gemini,stocks,ROK,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,394.8999938964844,394.9,384.66,405.14,396.40008544921875,,resolved,2026-04-10T19:38:09.766615Z
gemini,stocks,ROST,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,224.91000366210938,225.0,220.56,229.44,220.05999755859375,,resolved,2026-04-10T19:38:10.104465Z
gemini,stocks,SHW,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,335.7300109863281,336.75,334.06,339.44,335.30999755859375,,resolved,2026-04-10T19:38:10.440774Z
gemini,stocks,SLB,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,52.540000915527344,52.6,51.7,53.5,52.040000915527344,,resolved,2026-04-10T19:38:10.816123Z
gemini,stocks,SNPS,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,404.9200134277344,405.2,395.22,415.18,392.989990234375,,resolved,2026-04-10T19:38:11.255284Z
gemini,stocks,SPY,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,679.9099731445312,680.12,667.58,692.93,679.11328125,,resolved,2026-04-10T19:38:11.582427Z
gemini,stocks,SRE,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,99.75,99.85,98.35,101.35,98.9800033569336,,resolved,2026-04-10T19:38:11.936819Z
gemini,stocks,STZ,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,163.07000732421875,163.0,160.25,165.75,165.1300048828125,,resolved,2026-04-10T19:38:12.299076Z
gemini,stocks,T,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,26.84000015258789,26.84,26.39,27.29,26.3700008392334,,resolved,2026-04-10T19:38:12.615613Z
gemini,stocks,TGT,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,124.02999877929688,124.0,121.99,126.07,121.47000122070312,,resolved,2026-04-10T19:38:12.972122Z
gemini,stocks,TMO,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,500.4599914550781,500.71,490.58,510.34,496.2200012207031,,resolved,2026-04-10T19:38:13.359897Z
gemini,stocks,TRGP,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,244.75,244.87,237.27,252.47,243.58999633789062,,resolved,2026-04-10T19:38:13.821183Z
gemini,stocks,TRV,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,303.2300109863281,303.5,299.0,308.0,298.67999267578125,,resolved,2026-04-10T19:38:14.188886Z
gemini,stocks,TSCO,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,45.63999938964844,45.64,44.51,46.77,44.93000030517578,,resolved,2026-04-10T19:38:14.534602Z
gemini,stocks,TTWO,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,198.0500030517578,199.0,195.0,203.0,196.34500122070312,,resolved,2026-04-10T19:38:14.869283Z
gemini,stocks,UAL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,97.66999816894531,97.67,93.69,101.79,96.18000030517578,,resolved,2026-04-10T19:38:15.163000Z
gemini,stocks,USB,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,56.33000183105469,56.35,54.96,57.74,55.845001220703125,,resolved,2026-04-10T19:38:15.484582Z
gemini,stocks,VRSK,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,169.41000366210938,169.46,164.73,174.19,163.72999572753906,,resolved,2026-04-10T19:38:15.865091Z
gemini,stocks,VRTX,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,446.7799987792969,446.78,438.7,454.86,436.30999755859375,,resolved,2026-04-10T19:38:16.213838Z
gemini,stocks,WAB,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,270.94000244140625,271.03,264.49,277.77,267.5400085449219,,resolved,2026-04-10T19:38:16.572358Z
gemini,stocks,WELL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,206.33999633789062,206.5,202.0,211.0,206.7550048828125,,resolved,2026-04-10T19:38:16.909882Z
gemini,stocks,WFC,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,86.0199966430664,86.02,83.9,88.14,85.6500015258789,,resolved,2026-04-10T19:38:17.236253Z
gemini,stocks,WMB,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,72.81999969482422,72.82,71.38,74.26,72.94000244140625,,resolved,2026-04-10T19:38:17.601784Z
gemini,stocks,WST,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,258.5400085449219,258.59,252.7,264.49,256.4800109863281,,resolved,2026-04-10T19:38:18.093744Z
gemini,stocks,XEL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,82.7699966430664,82.85,82.25,83.45,82.30999755859375,,resolved,2026-04-10T19:38:18.513728Z
gemini,stocks,YUM,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,160.7899932861328,160.85,157.81,163.78,161.27999877929688,,resolved,2026-04-10T19:38:18.987529Z
gemini,stocks,ZTS,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,119.98999786376953,120.0,118.0,122.0,117.5999984741211,,resolved,2026-04-10T19:38:19.305879Z
gpt4o,stocks,A,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,115.38999938964844,115.39,114.0,116.78,115.19999694824219,,resolved,2026-04-10T19:38:19.611511Z
gpt4o,stocks,AAPL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,260.489990234375,260.49,257.88,263.1,259.4200134277344,,resolved,2026-04-10T19:38:19.941864Z
gpt4o,stocks,ABBV,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,212.39999389648438,212.5,210.4,214.6,207.82249450683594,,resolved,2026-04-10T19:38:20.287937Z
gpt4o,stocks,ABNB,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,129.16000366210938,129.5,127.0,132.0,128.24000549316406,,resolved,2026-04-10T19:38:20.635942Z
gpt4o,stocks,ABT,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,102.72000122070312,102.75,101.5,103.95,100.19000244140625,,resolved,2026-04-10T19:38:20.966736Z
gpt4o,stocks,ACN,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,186.02999877929688,186.5,183.5,189.5,178.61500549316406,,resolved,2026-04-10T19:38:21.323348Z
gpt4o,stocks,ADBE,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,229.94000244140625,230.5,225.9,235.1,224.82000732421875,,resolved,2026-04-10T19:38:21.627578Z
gpt4o,stocks,ADI,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,351.3599853515625,352.1,346.97,357.23,350.125,,resolved,2026-04-10T19:38:21.945527Z
gpt4o,stocks,ADP,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,196.02000427246094,196.02,194.06,197.98,188.67999267578125,,resolved,2026-04-10T19:38:22.290733Z
gpt4o,stocks,AFL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,113.06999969482422,113.12,112.01,114.23,110.87999725341797,,resolved,2026-04-10T19:38:22.701588Z
gpt4o,stocks,AIG,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,77.72000122070312,77.72,76.94,78.5,77.07499694824219,,resolved,2026-04-10T19:38:23.057532Z
gpt4o,stocks,AJG,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,218.38999938964844,218.45,216.27,220.63,213.4149932861328,,resolved,2026-04-10T19:38:23.392996Z
gpt4o,stocks,ALL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,214.52000427246094,214.52,212.37,216.67,211.39500427246094,,resolved,2026-04-10T19:38:23.907847Z
gpt4o,stocks,AMAT,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,397.80999755859375,398.5,390.0,407.0,401.739990234375,,resolved,2026-04-10T19:38:24.418486Z
gpt4o,stocks,AMD,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,236.63999938964844,236.64,232.91,240.37,245.4600067138672,,resolved,2026-04-10T19:38:24.747722Z
gpt4o,stocks,AMGN,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,355.6000061035156,355.6,352.04,359.16,350.1050109863281,,resolved,2026-04-10T19:38:25.037615Z
gpt4o,stocks,AMZN,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,233.64999389648438,234.5,229.5,239.5,238.2449951171875,,resolved,2026-04-10T19:38:25.346508Z
gpt4o,stocks,AON,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,325.3999938964844,325.5,322.5,328.5,314.1449890136719,,resolved,2026-04-10T19:38:25.632913Z
gpt4o,stocks,APD,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,297.739990234375,297.8,292.84,302.76,298.4800109863281,,resolved,2026-04-10T19:38:26.022265Z
gpt4o,stocks,APH,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,137.67999267578125,137.72,136.34,139.1,141.05499267578125,,resolved,2026-04-10T19:38:26.358874Z
gpt4o,stocks,AVGO,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,354.9100036621094,354.91,349.63,360.19,373.8699951171875,,resolved,2026-04-10T19:38:26.724236Z
gpt4o,stocks,AWK,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,139.25,139.3,137.8,140.8,136.84500122070312,,resolved,2026-04-10T19:38:27.081312Z
gpt4o,stocks,AXP,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,317.7699890136719,317.85,314.67,320.93,313.9873046875,,resolved,2026-04-10T19:38:27.396160Z
gpt4o,stocks,AZO,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,3548.18994140625,3549.5,3514.01,3584.99,3429.544921875,,resolved,2026-04-10T19:38:27.814062Z
gpt4o,stocks,BAC,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,52.709999084472656,52.71,52.18,53.24,52.607601165771484,,resolved,2026-04-10T19:38:28.101373Z
gpt4o,stocks,BIIB,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,177.11000061035156,177.5,175.0,180.0,172.39500427246094,,resolved,2026-04-10T19:38:28.457067Z
gpt4o,stocks,BK,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,128.5800018310547,128.6,127.5,129.7,127.58999633789062,,resolved,2026-04-10T19:38:28.887904Z
gpt4o,stocks,BKNG,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,176.60000610351562,176.8,173.07,180.53,172.61000061035156,,resolved,2026-04-10T19:38:29.264275Z
gpt4o,stocks,BLK,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,1001.6199951171875,1003.5,993.47,1013.53,998.6192016601562,,resolved,2026-04-10T19:38:29.571031Z
gpt4o,stocks,BMY,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,59.470001220703125,59.47,58.87,60.07,58.532798767089844,,resolved,2026-04-10T19:38:29.983462Z
gpt4o,stocks,BRK-B,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,485.1919860839844,485.19,480.34,490.04,479.5799865722656,,resolved,2026-04-10T19:38:30.376511Z
gpt4o,stocks,BSX,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,61.279998779296875,61.3,60.9,61.7,61.430301666259766,,resolved,2026-04-10T19:38:30.691593Z
gpt4o,stocks,C,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,124.91999816894531,124.92,122.42,127.42,124.80000305175781,,resolved,2026-04-10T19:38:30.991979Z
gpt4o,stocks,CARR,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,61.459999084472656,61.5,60.85,62.15,63.56999969482422,,resolved,2026-04-10T19:38:31.411327Z
gpt4o,stocks,CAT,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,787.0700073242188,787.07,779.2,794.94,791.1400146484375,,resolved,2026-04-10T19:38:31.739992Z
gpt4o,stocks,CB,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,332.94000244140625,333.5,329.5,337.5,328.7650146484375,,resolved,2026-04-10T19:38:32.150154Z
gpt4o,stocks,CDNS,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,281.010009765625,281.5,277.15,285.85,265.92999267578125,,resolved,2026-04-10T19:38:32.505643Z
gpt4o,stocks,CDW,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,126.75,126.75,124.0,129.5,125.87000274658203,,resolved,2026-04-10T19:38:32.810532Z
gpt4o,stocks,CI,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,278.45001220703125,278.45,276.5,280.4,271.70001220703125,,resolved,2026-04-10T19:38:33.120729Z
gpt4o,stocks,CL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,86.04000091552734,86.15,85.29,87.01,84.4000015258789,,resolved,2026-04-10T19:38:33.480498Z
gpt4o,stocks,CME,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,298.92999267578125,299.5,296.5,302.5,294.9200134277344,,resolved,2026-04-10T19:38:33.977116Z
gpt4o,stocks,CMG,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,34.2400016784668,34.3,33.9,34.7,34.095001220703125,,resolved,2026-04-10T19:38:34.394918Z
gpt4o,stocks,COP,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,123.47000122070312,123.5,121.0,126.0,122.31999969482422,,resolved,2026-04-10T19:38:34.763768Z
gpt4o,stocks,COST,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,1032.030029296875,1033.5,1023.0,1044.0,996.5200805664062,,resolved,2026-04-10T19:38:35.143854Z
gpt4o,stocks,CPRT,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,32.9900016784668,33.02,32.36,33.68,32.685001373291016,,resolved,2026-04-10T19:38:35.518985Z
gpt4o,stocks,CRM,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,170.85000610351562,171.3,168.2,174.4,164.74000549316406,,resolved,2026-04-10T19:38:35.825534Z
gpt4o,stocks,CSCO,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,83.16999816894531,83.17,82.34,84.0,82.23500061035156,,resolved,2026-04-10T19:38:36.169624Z
gpt4o,stocks,CTAS,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,174.14999389648438,174.2,172.0,176.4,174.75,,resolved,2026-04-10T19:38:36.488549Z
gpt4o,stocks,CTSH,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,59.20000076293945,59.3,58.2,60.4,57.790000915527344,,resolved,2026-04-10T19:38:36.823739Z
gpt4o,stocks,CVX,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,190.36000061035156,190.5,188.6,192.4,188.1999969482422,,resolved,2026-04-10T19:38:37.130384Z
gpt4o,stocks,D,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,64.11000061035156,64.15,63.5,64.8,64.25,,resolved,2026-04-10T19:38:37.502374Z
gpt4o,stocks,DAL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,67.83000183105469,67.85,67.15,68.55,67.625,,resolved,2026-04-10T19:38:37.857204Z
gpt4o,stocks,DD,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,47.41999816894531,47.45,46.98,47.92,47.15999984741211,,resolved,2026-04-10T19:38:38.166342Z
gpt4o,stocks,DE,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,618.0,618.0,611.82,624.18,603.1900024414062,,resolved,2026-04-10T19:38:38.549722Z
gpt4o,stocks,DG,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,119.75,119.85,118.5,121.2,115.0199966430664,,resolved,2026-04-10T19:38:39.045171Z
gpt4o,stocks,DHR,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,192.99000549316406,193.5,190.5,196.5,189.75,,resolved,2026-04-10T19:38:39.405576Z
gpt4o,stocks,DIA,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,481.8999938964844,482.5,477.7,487.3,478.9599914550781,,resolved,2026-04-10T19:38:39.745273Z
gpt4o,stocks,DLTR,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,102.5999984741211,102.5,101.0,104.0,99.32730102539062,,resolved,2026-04-10T19:38:40.125251Z
gpt4o,stocks,DOW,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,38.040000915527344,38.04,37.3,38.78,39.02349853515625,,resolved,2026-04-10T19:38:40.443921Z
gpt4o,stocks,DUK,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,133.0,133.1,132.0,134.2,132.07000732421875,,resolved,2026-04-10T19:38:40.781869Z
gpt4o,stocks,DXCM,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,65.68000030517578,65.8,63.5,68.1,63.77000045776367,,resolved,2026-04-10T19:38:41.240955Z
gpt4o,stocks,EA,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,202.1999969482422,202.5,200.5,204.5,202.78509521484375,,resolved,2026-04-10T19:38:41.541881Z
gpt4o,stocks,ECL,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,272.4700012207031,272.47,268.32,276.62,273.3999938964844,,resolved,2026-04-10T19:38:41.859961Z
gpt4o,stocks,ED,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,114.9800033569336,115.03,114.18,115.88,113.5,,resolved,2026-04-10T19:38:42.239504Z
gpt4o,stocks,ELV,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,316.8699951171875,317.5,313.0,322.0,313.17999267578125,,resolved,2026-04-10T19:38:42.638237Z
gpt4o,stocks,EMR,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,144.6699981689453,144.72,143.5,145.9,144.1649932861328,,resolved,2026-04-10T19:38:42.985097Z
gpt4o,stocks,EQIX,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,1031.5699462890625,1033.0,1020.0,1046.0,1026.635009765625,,resolved,2026-04-10T19:38:43.373998Z
gpt4o,stocks,EW,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,79.1500015258789,79.15,78.0,80.3,77.7699966430664,,resolved,2026-04-10T19:38:43.835611Z
gpt4o,stocks,EXR,2026-04-09,1d,1,2026-04-10,2026-04-10,USD,139.2100067138672,139.21,137.01,141.41,138.40499877929688,,resolved,2026-04-10T19:38:44.121982Z
